 !, doc.freq 3, pointer: 0
 $, doc.freq 2, pointer: 25
 elyria, doc.freq 1, pointer: 1349481
 em, doc.freq 18, pointer: 1349488
 embargo, doc.freq 6, pointer: 1349613
 embark, doc.freq 9, pointer: 1349653
 embarrass, doc.freq 3, pointer: 1349724
 embassi, doc.freq 23, pointer: 1349748
 embezzl, doc.freq 2, pointer: 1349881
 embrac, doc.freq 1, pointer: 1349898
 embroil, doc.freq 2, pointer: 1349906
 embu, doc.freq 1, pointer: 1349923
 emcf, doc.freq 1, pointer: 1349931
 emco, doc.freq 1, pointer: 1349938
 emerald, doc.freq 1, pointer: 1349945
 emerg, doc.freq 100, pointer: 1349952
 emeri, doc.freq 10, pointer: 1350546
 emerson, doc.freq 3, pointer: 1350632
 emery', doc.freq 1, pointer: 1350653
 emery-purol, doc.freq 1, pointer: 1350661
 emh, doc.freq 2, pointer: 1350669
 emhart, doc.freq 2, pointer: 1350684
 emigr, doc.freq 1, pointer: 1350699
 emir, doc.freq 22, pointer: 1350706
 emiss, doc.freq 3, pointer: 1350842
 emot, doc.freq 2, pointer: 1350866
 emp, doc.freq 4, pointer: 1350884
 emperor, doc.freq 2, pointer: 1350912
 emphas, doc.freq 17, pointer: 1350931
 emphasi, doc.freq 18, pointer: 1351048
 emphasis, doc.freq 10, pointer: 1351173
 empi, doc.freq 1, pointer: 1351248
 empir, doc.freq 3, pointer: 1351255
 employ, doc.freq 115, pointer: 1351276
 employe, doc.freq 82, pointer: 1351921
 employers', doc.freq 4, pointer: 1352399
 empow, doc.freq 2, pointer: 1352425
 empresa, doc.freq 5, pointer: 1352442
 empress, doc.freq 1, pointer: 1352481
 empti, doc.freq 6, pointer: 1352488
 empty-hand, doc.freq 1, pointer: 1352531
 emr, doc.freq 2, pointer: 1352539
 ems-styl, doc.freq 1, pointer: 1352555
 emul, doc.freq 1, pointer: 1352563
 emuls, doc.freq 1, pointer: 1352570
 en, doc.freq 6, pointer: 1352577
 enabl, doc.freq 66, pointer: 1352622
 enact, doc.freq 17, pointer: 1353012
 enaf, doc.freq 1, pointer: 1353124
 enahcn, doc.freq 1, pointer: 1353131
 enap, doc.freq 1, pointer: 1353138
 enbl, doc.freq 1, pointer: 1353145
 encompass, doc.freq 4, pointer: 1353151
 encor, doc.freq 4, pointer: 1353178
 encount, doc.freq 8, pointer: 1353205
 encourag, doc.freq 124, pointer: 1353266
 encouraging-asa, doc.freq 1, pointer: 1353979
 encroach, doc.freq 2, pointer: 1353986
 encumbr, doc.freq 1, pointer: 1354005
 end, doc.freq 1112, pointer: 1354012
 end-, doc.freq 1, pointer: 1359942
 end-1984, doc.freq 1, pointer: 1359949
 end-1985, doc.freq 10, pointer: 1359957
 end-1986, doc.freq 17, pointer: 1360029
 end-1987, doc.freq 9, pointer: 1360146
 end-1988, doc.freq 2, pointer: 1360213
 end-april, doc.freq 3, pointer: 1360230
 end-aug, doc.freq 2, pointer: 1360256
 end-buy, doc.freq 1, pointer: 1360273
 end-day, doc.freq 3, pointer: 1360281
 end-dec, doc.freq 1, pointer: 1360304
 end-decemb, doc.freq 4, pointer: 1360312
 end-feb, doc.freq 1, pointer: 1360340
 end-februari, doc.freq 20, pointer: 1360348
 end-invest, doc.freq 1, pointer: 1360486
 end-investor, doc.freq 3, pointer: 1360493
 end-januari, doc.freq 16, pointer: 1360517
 end-juli, doc.freq 1, pointer: 1360625
 end-jun, doc.freq 4, pointer: 1360632
 end-march, doc.freq 3, pointer: 1360662
 end-month, doc.freq 3, pointer: 1360686
 end-octob, doc.freq 1, pointer: 1360710
 end-of-fiscal-year, doc.freq 1, pointer: 1360717
 end-of-jun, doc.freq 1, pointer: 1360724
 end-of-season, doc.freq 1, pointer: 1360732
 end-of-wint, doc.freq 1, pointer: 1360740
 end-sep, doc.freq 1, pointer: 1360747
 end-septemb, doc.freq 9, pointer: 1360755
 end-to-end, doc.freq 1, pointer: 1360830
 end-us, doc.freq 6, pointer: 1360837
 end-week, doc.freq 1, pointer: 1360883
 end-year, doc.freq 4, pointer: 1360889
 endaka, doc.freq 1, pointer: 1360916
 endang, doc.freq 8, pointer: 1360923
 endeavor, doc.freq 1, pointer: 1360983
 endeavour, doc.freq 5, pointer: 1360989
 endevco, doc.freq 1, pointer: 1361029
 endless, doc.freq 1, pointer: 1361036
 endo, doc.freq 4, pointer: 1361043
 endof, doc.freq 1, pointer: 1361070
 endors, doc.freq 20, pointer: 1361077
 endotron, doc.freq 4, pointer: 1361211
 endow, doc.freq 1, pointer: 1361238
 endur, doc.freq 1, pointer: 1361245
 ene, doc.freq 1, pointer: 1361252
 enemi, doc.freq 1, pointer: 1361259
 enercon, doc.freq 2, pointer: 1361266
 energen, doc.freq 1, pointer: 1361283
 energet, doc.freq 1, pointer: 1361290
 energi, doc.freq 235, pointer: 1361297
 energia, doc.freq 1, pointer: 1362591
 energy-bas, doc.freq 1, pointer: 1362598
 energy-steel, doc.freq 1, pointer: 1362606
 energy/california, doc.freq 1, pointer: 1362614
 energy/dril, doc.freq 1, pointer: 1362621
 energy/foreign, doc.freq 1, pointer: 1362628
 energy/secur, doc.freq 1, pointer: 1362635
 energy/u., doc.freq 2, pointer: 1362642
 enetrpris, doc.freq 1, pointer: 1362661
 enex, doc.freq 1, pointer: 1362668
 enfield, doc.freq 1, pointer: 1362676
 enforc, doc.freq 27, pointer: 1362683
 engag, doc.freq 36, pointer: 1362860
 engelhard, doc.freq 2, pointer: 1363088
 engend, doc.freq 1, pointer: 1363105
 enger, doc.freq 1, pointer: 1363112
 engi, doc.freq 1, pointer: 1363119
 engin, doc.freq 93, pointer: 1363127
 engine-room, doc.freq 1, pointer: 1363669
 england, doc.freq 169, pointer: 1363676
 england', doc.freq 2, pointer: 1364626
 englebright, doc.freq 1, pointer: 1364642
 englewood, doc.freq 1, pointer: 1364649
 english, doc.freq 8, pointer: 1364656
 english-languag, doc.freq 4, pointer: 1364713
 enhanc, doc.freq 90, pointer: 1364743
 eni, doc.freq 2, pointer: 1365262
 enjoin, doc.freq 9, pointer: 1365281
 enjoy, doc.freq 13, pointer: 1365348
 enka, doc.freq 2, pointer: 1365442
 enlarg, doc.freq 11, pointer: 1365461
 enliven, doc.freq 1, pointer: 1365547
 enof, doc.freq 2, pointer: 1365554
 enorm, doc.freq 10, pointer: 1365574
 enough, doc.freq 118, pointer: 1365649
 enourm, doc.freq 1, pointer: 1366333
 enquir, doc.freq 1, pointer: 1366341
 enquiri, doc.freq 14, pointer: 1366348
 enquiries/fixtur, doc.freq 1, pointer: 1366448
 enrich, doc.freq 5, pointer: 1366456
 enriqu, doc.freq 1, pointer: 1366496
 enro, doc.freq 2, pointer: 1366503
 enro-at-eas, doc.freq 1, pointer: 1366523
 enrol, doc.freq 9, pointer: 1366531
 enron, doc.freq 2, pointer: 1366597
 enseco, doc.freq 1, pointer: 1366614
 enserch, doc.freq 1, pointer: 1366621
 ensourc, doc.freq 1, pointer: 1366628
 ensu, doc.freq 1, pointer: 1366635
 ensur, doc.freq 45, pointer: 1366641
 ent, doc.freq 5, pointer: 1366918
 entail, doc.freq 4, pointer: 1366958
 entangl, doc.freq 1, pointer: 1366986
 enter, doc.freq 138, pointer: 1366993
 enterpris, doc.freq 93, pointer: 1367771
 enterra, doc.freq 2, pointer: 1368303
 entertain, doc.freq 30, pointer: 1368322
 entex, doc.freq 2, pointer: 1368510
 enthusiasm, doc.freq 3, pointer: 1368527
 enthusiast, doc.freq 6, pointer: 1368551
 entic, doc.freq 1, pointer: 1368594
 entir, doc.freq 74, pointer: 1368602
 entireti, doc.freq 2, pointer: 1369040
 entiti, doc.freq 34, pointer: 1369057
 entitl, doc.freq 36, pointer: 1369268
 entr, doc.freq 4, pointer: 1369492
 entranc, doc.freq 3, pointer: 1369520
 entrant, doc.freq 4, pointer: 1369542
 entrench, doc.freq 1, pointer: 1369567
 entrepo, doc.freq 1, pointer: 1369575
 entrepot, doc.freq 1, pointer: 1369582
 entrepreneur, doc.freq 3, pointer: 1369589
 entrepreu, doc.freq 1, pointer: 1369613
 entrepris, doc.freq 2, pointer: 1369618
 entri, doc.freq 15, pointer: 1369637
 enuc, doc.freq 1, pointer: 1369736
 env, doc.freq 1, pointer: 1369743
 enviro, doc.freq 1, pointer: 1369751
 envirodyn, doc.freq 1, pointer: 1369759
 environ, doc.freq 31, pointer: 1369767
 environment, doc.freq 22, pointer: 1369961
 enviropact, doc.freq 1, pointer: 1370107
 envirosur, doc.freq 1, pointer: 1370114
 envirosystem, doc.freq 2, pointer: 1370122
 envis, doc.freq 4, pointer: 1370142
 envisag, doc.freq 17, pointer: 1370172
 envoy, doc.freq 4, pointer: 1370295
 enzn, doc.freq 1, pointer: 1370323
 enzo, doc.freq 1, pointer: 1370330
 enzon, doc.freq 2, pointer: 1370337
 enzym, doc.freq 2, pointer: 1370354
 eonomist, doc.freq 1, pointer: 1370371
 epa, doc.freq 1, pointer: 1370378
 epac, doc.freq 4, pointer: 1370385
 epac', doc.freq 1, pointer: 1370411
 epi, doc.freq 1, pointer: 1370418
 epicentr, doc.freq 1, pointer: 1370425
 epitherm, doc.freq 1, pointer: 1370432
 epitop, doc.freq 1, pointer: 1370439
 epoxi, doc.freq 1, pointer: 1370446
 eprom, doc.freq 1, pointer: 1370453
 epsi, doc.freq 1, pointer: 1370461
 epsilon, doc.freq 2, pointer: 1370467
 epto, doc.freq 1, pointer: 1370483
 epub, doc.freq 1, pointer: 1370490
 epxertis, doc.freq 1, pointer: 1370498
 eqica, doc.freq 1, pointer: 1370504
 eqk, doc.freq 3, pointer: 1370511
 eqt, doc.freq 1, pointer: 1370533
 eqti, doc.freq 1, pointer: 1370541
 equa, doc.freq 2, pointer: 1370548
 equador, doc.freq 1, pointer: 1370564
 equadorian, doc.freq 1, pointer: 1370571
 equal, doc.freq 107, pointer: 1370578
 equalis, doc.freq 1, pointer: 1371189
 equally-own, doc.freq 1, pointer: 1371196
 equat, doc.freq 4, pointer: 1371203
 equatori, doc.freq 2, pointer: 1371231
 equi, doc.freq 1, pointer: 1371247
 equicor, doc.freq 1, pointer: 1371254
 equilibrium, doc.freq 5, pointer: 1371262
 equimp, doc.freq 1, pointer: 1371301
 equin, doc.freq 1, pointer: 1371308
 equinox, doc.freq 1, pointer: 1371315
 equion, doc.freq 1, pointer: 1371322
 equip, doc.freq 151, pointer: 1371329
 equipment/system, doc.freq 1, pointer: 1372180
 equit, doc.freq 11, pointer: 1372187
 equiti, doc.freq 146, pointer: 1372270
 equiticorp, doc.freq 2, pointer: 1373088
 equitori, doc.freq 1, pointer: 1373105
 equity-account, doc.freq 2, pointer: 1373111
 equity-link, doc.freq 1, pointer: 1373128
 equival, doc.freq 89, pointer: 1373135
 equivil, doc.freq 1, pointer: 1373666
 er, doc.freq 3, pointer: 1373672
 era, doc.freq 6, pointer: 1373694
 erad, doc.freq 6, pointer: 1373740
 eralp, doc.freq 2, pointer: 1373780
 eras, doc.freq 2, pointer: 1373799
 erb, doc.freq 1, pointer: 1373816
 erba, doc.freq 1, pointer: 1373823
 erbamont, doc.freq 2, pointer: 1373830
 erbynn, doc.freq 9, pointer: 1373847
 erc, doc.freq 1, pointer: 1373917
 erdem, doc.freq 1, pointer: 1373924
 erdi.m, doc.freq 1, pointer: 1373930
 erdi.mi, doc.freq 1, pointer: 1373938
 erect, doc.freq 4, pointer: 1373946
 erekson, doc.freq 1, pointer: 1373973
 ergenc, doc.freq 2, pointer: 1373980
 eri, doc.freq 6, pointer: 1374000
 eric, doc.freq 2, pointer: 1374043
 eric.st, doc.freq 2, pointer: 1374062
 eric.st., doc.freq 1, pointer: 1374081
 ericksen, doc.freq 1, pointer: 1374089
 erickson, doc.freq 1, pointer: 1374097
 ericsson, doc.freq 4, pointer: 1374104
 eridania, doc.freq 3, pointer: 1374134
 erik, doc.freq 4, pointer: 1374160
 ernest, doc.freq 4, pointer: 1374189
 ernesto, doc.freq 2, pointer: 1374216
 ernst, doc.freq 3, pointer: 1374235
 erod, doc.freq 10, pointer: 1374257
 erodobl, doc.freq 1, pointer: 1374332
 eromanga, doc.freq 3, pointer: 1374339
 eros, doc.freq 9, pointer: 1374364
 err, doc.freq 1, pointer: 1374439
 errat, doc.freq 2, pointer: 1374446
 error, doc.freq 9, pointer: 1374465
 erst, doc.freq 1, pointer: 1374534
 ert, doc.freq 2, pointer: 1374542
 erupt, doc.freq 8, pointer: 1374559
 es, doc.freq 6, pointer: 1374622
 esb, doc.freq 2, pointer: 1374665
 esb.st, doc.freq 1, pointer: 1374681
 esc, doc.freq 2, pointer: 1374688
 esca, doc.freq 1, pointer: 1374705
 escal, doc.freq 10, pointer: 1374713
 escalant, doc.freq 2, pointer: 1374791
 escap, doc.freq 3, pointer: 1374807
 eschborn, doc.freq 2, pointer: 1374831
 escondida, doc.freq 1, pointer: 1374850
 escort, doc.freq 17, pointer: 1374857
 escrow, doc.freq 7, pointer: 1374981
 escudo, doc.freq 2, pointer: 1375035
 esex, doc.freq 1, pointer: 1375052
 esg, doc.freq 1, pointer: 1375059
 eshleman, doc.freq 1, pointer: 1375067
 esi, doc.freq 2, pointer: 1375074
 esio, doc.freq 1, pointer: 1375091
 esk, doc.freq 1, pointer: 1375098
 eskey, doc.freq 1, pointer: 1375105
 eskimo, doc.freq 1, pointer: 1375112
 esmah, doc.freq 1, pointer: 1375119
 espana, doc.freq 1, pointer: 1375126
 espanola, doc.freq 2, pointer: 1375133
 espc, doc.freq 1, pointer: 1375150
 especi, doc.freq 74, pointer: 1375158
 espinosa, doc.freq 7, pointer: 1375600
 esquir, doc.freq 1, pointer: 1375654
 esselt, doc.freq 3, pointer: 1375659
 essenti, doc.freq 24, pointer: 1375680
 essex, doc.freq 3, pointer: 1375834
 essf.pa, doc.freq 2, pointer: 1375858
 essi.pa, doc.freq 1, pointer: 1375875
 essilor, doc.freq 1, pointer: 1375883
 esso, doc.freq 9, pointer: 1375891
 essxa, doc.freq 1, pointer: 1375966
 est, doc.freq 40, pointer: 1375974
 est/1800, doc.freq 1, pointer: 1376218
 est/2130, doc.freq 1, pointer: 1376225
 establish, doc.freq 104, pointer: 1376231
 estat, doc.freq 89, pointer: 1376831
 estate-rel, doc.freq 2, pointer: 1377349
 estblish, doc.freq 1, pointer: 1377368
 estenssoro, doc.freq 7, pointer: 1377375
 esther, doc.freq 1, pointer: 1377427
 estiamt, doc.freq 1, pointer: 1377434
 estim, doc.freq 560, pointer: 1377442
 estmat, doc.freq 1, pointer: 1380480
 estremadoyro, doc.freq 1, pointer: 1380488
 esx, doc.freq 1, pointer: 1380495
 et, doc.freq 8, pointer: 1380502
 etc, doc.freq 1, pointer: 1380563
 ethanol, doc.freq 7, pointer: 1380569
 ether, doc.freq 1, pointer: 1380623
 ethic, doc.freq 1, pointer: 1380630
 ethiopia, doc.freq 4, pointer: 1380638
 ethiopian, doc.freq 2, pointer: 1380666
 ethyl, doc.freq 1, pointer: 1380685
 ethylen, doc.freq 3, pointer: 1380692
 etienn, doc.freq 1, pointer: 1380717
 etla, doc.freq 1, pointer: 1380724
 eugen, doc.freq 4, pointer: 1380732
 euphoria, doc.freq 2, pointer: 1380763
 euqival, doc.freq 1, pointer: 1380780
 eura, doc.freq 1, pointer: 1380787
 eurasbank, doc.freq 1, pointer: 1380795
 euro-arab, doc.freq 1, pointer: 1380803
 eurobond, doc.freq 4, pointer: 1380810
 eurocapit, doc.freq 1, pointer: 1380837
 eurodollar, doc.freq 4, pointer: 1380844
 eurof, doc.freq 3, pointer: 1380872
 euromark, doc.freq 2, pointer: 1380893
 euromarket, doc.freq 2, pointer: 1380913
 euromoney, doc.freq 1, pointer: 1380932
 euronot, doc.freq 1, pointer: 1380939
 europ, doc.freq 109, pointer: 1380945
 europa, doc.freq 1, pointer: 1381577
 european, doc.freq 323, pointer: 1381585
 european-bas, doc.freq 1, pointer: 1383375
 europeisk, doc.freq 1, pointer: 1383383
 europeiska, doc.freq 1, pointer: 1383391
 europharmaceut, doc.freq 1, pointer: 1383399
 europoort, doc.freq 2, pointer: 1383406
 eurostat, doc.freq 3, pointer: 1383426
 eurosterl, doc.freq 1, pointer: 1383450
 evacu, doc.freq 2, pointer: 1383457
 evad, doc.freq 2, pointer: 1383474
 evalu, doc.freq 46, pointer: 1383491
 evan, doc.freq 7, pointer: 1383769
 evanston, doc.freq 1, pointer: 1383826
 evansvil, doc.freq 1, pointer: 1383834
 evapor, doc.freq 3, pointer: 1383839
 eve, doc.freq 5, pointer: 1383861
 evelyn, doc.freq 1, pointer: 1383900
 even, doc.freq 196, pointer: 1383908
 evenli, doc.freq 2, pointer: 1385006
 event, doc.freq 34, pointer: 1385025
 eventu, doc.freq 45, pointer: 1385232
 ever, doc.freq 32, pointer: 1385501
 ever-grow, doc.freq 1, pointer: 1385710
 everest, doc.freq 1, pointer: 1385718
 evergo, doc.freq 1, pointer: 1385725
 everi, doc.freq 70, pointer: 1385731
 everli, doc.freq 1, pointer: 1386142
 everth, doc.freq 1, pointer: 1386150
 everybodi, doc.freq 2, pointer: 1386157
 everyon, doc.freq 13, pointer: 1386176
 everyth, doc.freq 13, pointer: 1386269
 everywher, doc.freq 2, pointer: 1386364
 evgh.hk, doc.freq 1, pointer: 1386381
 evict, doc.freq 2, pointer: 1386387
 evid, doc.freq 38, pointer: 1386404
 evidenc, doc.freq 1, pointer: 1386645
 evil, doc.freq 1, pointer: 1386653
 evnsvll, doc.freq 1, pointer: 1386661
 evolut, doc.freq 2, pointer: 1386666
 evolv, doc.freq 3, pointer: 1386685
 evro, doc.freq 1, pointer: 1386709
 ewart, doc.freq 1, pointer: 1386717
 ex, doc.freq 2, pointer: 1386724
 ex-cell-o, doc.freq 1, pointer: 1386741
 ex-chairman, doc.freq 1, pointer: 1386749
 ex-dividend, doc.freq 1, pointer: 1386756
 ex-dock, doc.freq 3, pointer: 1386763
 ex-f, doc.freq 1, pointer: 1386785
 ex-im, doc.freq 1, pointer: 1386792
 ex-partn, doc.freq 1, pointer: 1386799
 ex-west, doc.freq 2, pointer: 1386805
 exacerb, doc.freq 1, pointer: 1386822
 exact, doc.freq 24, pointer: 1386830
 exactli, doc.freq 12, pointer: 1386984
 exagger, doc.freq 4, pointer: 1387077
 exaia, doc.freq 1, pointer: 1387104
 examin, doc.freq 39, pointer: 1387111
 exampl, doc.freq 48, pointer: 1387350
 exasper, doc.freq 1, pointer: 1387636
 exc, doc.freq 1, pointer: 1387643
 excahng, doc.freq 2, pointer: 1387650
 excav, doc.freq 1, pointer: 1387666
 excchang, doc.freq 1, pointer: 1387674
 exce, doc.freq 7, pointer: 1387681
 exceed, doc.freq 101, pointer: 1387738
 excel, doc.freq 24, pointer: 1388317
 excelso, doc.freq 1, pointer: 1388469
 except, doc.freq 78, pointer: 1388476
 excess, doc.freq 99, pointer: 1388925
 exchang, doc.freq 773, pointer: 1389496
 exchange', doc.freq 1, pointer: 1393675
 exchange-r, doc.freq 1, pointer: 1393682
 exchange-rel, doc.freq 1, pointer: 1393690
 exchange-trad, doc.freq 2, pointer: 1393698
 exchequ, doc.freq 51, pointer: 1393718
 excis, doc.freq 8, pointer: 1394030
 excit, doc.freq 12, pointer: 1394091
 exclud, doc.freq 334, pointer: 1394181
 exclus, doc.freq 26, pointer: 1396002
 exco, doc.freq 2, pointer: 1396169
 excpand, doc.freq 1, pointer: 1396187
 excus, doc.freq 2, pointer: 1396194
 execut, doc.freq 251, pointer: 1396211
 executiv, doc.freq 1, pointer: 1397630
 executive-secretari, doc.freq 1, pointer: 1397637
 exemplifi, doc.freq 2, pointer: 1397644
 exempt, doc.freq 17, pointer: 1397663
 exercis, doc.freq 64, pointer: 1397774
 exert, doc.freq 6, pointer: 1398155
 exhaust, doc.freq 6, pointer: 1398197
 exhcnmag, doc.freq 1, pointer: 1398239
 exhibit, doc.freq 5, pointer: 1398247
 exid, doc.freq 1, pointer: 1398283
 exisit, doc.freq 1, pointer: 1398290
 exist, doc.freq 137, pointer: 1398297
 exit, doc.freq 4, pointer: 1399070
 exlcud, doc.freq 1, pointer: 1399098
 exley, doc.freq 1, pointer: 1399105
 exort, doc.freq 1, pointer: 1399112
 exot, doc.freq 1, pointer: 1399119
 exovir, doc.freq 2, pointer: 1399127
 exp, doc.freq 1, pointer: 1399144
 expand, doc.freq 160, pointer: 1399151
 expans, doc.freq 106, pointer: 1400052
 expansionari, doc.freq 6, pointer: 1400665
 expansionist, doc.freq 2, pointer: 1400710
 expatri, doc.freq 3, pointer: 1400727
 expecetd, doc.freq 1, pointer: 1400749
 expect, doc.freq 1171, pointer: 1400756
 expectd, doc.freq 1, pointer: 1407035
 expedit, doc.freq 5, pointer: 1407042
 expediti, doc.freq 4, pointer: 1407082
 expeditur, doc.freq 1, pointer: 1407110
 expel, doc.freq 2, pointer: 1407117
 expenditur, doc.freq 57, pointer: 1407137
 expenditure-bas, doc.freq 1, pointer: 1407473
 expens, doc.freq 162, pointer: 1407480
 expensis, doc.freq 1, pointer: 1408397
 experi, doc.freq 27, pointer: 1408403
 experienc, doc.freq 17, pointer: 1408578
 expert, doc.freq 24, pointer: 1408691
 expertis, doc.freq 6, pointer: 1408845
 expier, doc.freq 1, pointer: 1408887
 expir, doc.freq 134, pointer: 1408894
 expiri, doc.freq 4, pointer: 1409645
 explain, doc.freq 50, pointer: 1409673
 explan, doc.freq 7, pointer: 1409982
 explicit, doc.freq 5, pointer: 1410036
 explicitli, doc.freq 2, pointer: 1410075
 explod, doc.freq 2, pointer: 1410092
 exploit, doc.freq 11, pointer: 1410112
 explor, doc.freq 142, pointer: 1410192
 exploratori, doc.freq 14, pointer: 1410998
 explos, doc.freq 17, pointer: 1411094
 expo, doc.freq 2, pointer: 1411217
 expolor, doc.freq 1, pointer: 1411236
 export, doc.freq 817, pointer: 1411244
 export-depend, doc.freq 3, pointer: 1415612
 export-driven, doc.freq 4, pointer: 1415634
 export-earn, doc.freq 1, pointer: 1415661
 export-import, doc.freq 6, pointer: 1415667
 export-l, doc.freq 1, pointer: 1415709
 export-rel, doc.freq 1, pointer: 1415715
 exporters', doc.freq 2, pointer: 1415721
 exports-to-sal, doc.freq 1, pointer: 1415738
 exports.+, doc.freq 1, pointer: 1415745
 expos, doc.freq 3, pointer: 1415752
 exposur, doc.freq 25, pointer: 1415774
 express, doc.freq 115, pointer: 1415936
 express', doc.freq 2, pointer: 1416599
 expressli, doc.freq 1, pointer: 1416615
 exsit, doc.freq 1, pointer: 1416622
 extend, doc.freq 161, pointer: 1416629
 extens, doc.freq 61, pointer: 1417539
 extensif, doc.freq 1, pointer: 1417909
 extent, doc.freq 44, pointer: 1417916
 extern, doc.freq 64, pointer: 1418181
 extinguish, doc.freq 9, pointer: 1418568
 extinquish, doc.freq 2, pointer: 1418640
 extra, doc.freq 29, pointer: 1418657
 extra-, doc.freq 1, pointer: 1418845
 extract, doc.freq 19, pointer: 1418852
 extran, doc.freq 1, pointer: 1418989
 extraodinari, doc.freq 2, pointer: 1418997
 extraordaini, doc.freq 1, pointer: 1419014
 extraordainri, doc.freq 1, pointer: 1419022
 extraordinari, doc.freq 218, pointer: 1419029
 extraordinarili, doc.freq 2, pointer: 1420228
 extraordinrari, doc.freq 1, pointer: 1420247
 extrapol, doc.freq 2, pointer: 1420254
 extrem, doc.freq 47, pointer: 1420271
 extric, doc.freq 1, pointer: 1420562
 extrud, doc.freq 1, pointer: 1420569
 extrus, doc.freq 2, pointer: 1420576
 exxon, doc.freq 30, pointer: 1420593
 ey, doc.freq 1, pointer: 1420793
 eye, doc.freq 11, pointer: 1420800
 eyebrow, doc.freq 1, pointer: 1420883
 eysken, doc.freq 4, pointer: 1420890
 eyton, doc.freq 1, pointer: 1420920
 ezzedin, doc.freq 1, pointer: 1420928
